id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
184;Anthony Gabriel Pacheco;170.643.598-39;M;16/02/1996;2;;False;;;23/08/2025 00:00;jesuspedro-miguel;;;5541916297912;casa-granderafaela@example.com
185;Ayla Dias;28.610.543/0001-40;F;12/03/1981;2;;False;;;19/06/2025 00:00;emanuellarios;;;5521906653307;fernandeszoe@example.com
186;Carolina da Cruz;29.503.148/0001-20;F;06/02/1995;2;;False;;;23/06/2025 00:00;carlos-eduardo09;;;5551937284768;oliviada-rosa@example.net
187;Dra. Maria Vitória Pacheco;84.013.765/0001-56;F;07/04/1980;2;;True;;;08/06/2025 00:00;bellanogueira;;;5541941427006;joao-miguel03@example.org
188;Carlos Eduardo Sá;570.124.936-07;M;21/01/1974;1;;True;;;28/10/2025 00:00;pintogabriela;;;5561959641216;zbarros@example.net
189;Henrique Borges;637.290.145-52;M;10/02/1999;2;;True;;;21/10/2025 00:00;andradeana-livia;;;5571960147835;machadojoao-gabriel@example.net
190;Levi Dias;297.461.053-61;M;29/08/1957;1;;False;;;29/05/2025 00:00;maitecardoso;;;5551938127522;azevedomaria-liz@example.org
191;Théo Mendes;364.290.815-24;M;14/06/1998;1;;True;;;30/10/2025 00:00;zoesales;;;5521906395018;eborges@example.org
192;Dra. Valentina Novais;52.847.316/0001-17;F;07/05/1986;1;;True;;;14/10/2025 00:00;fpires;;;5581935535016;davi-luizgoncalves@example.com
193;Eloá Gomes;06.732.598/0001-90;F;25/07/1976;1;;True;;;29/08/2025 00:00;nogueiravalentim;;;5571997068557;oliviagoncalves@example.org
194;Olívia Farias;79.260.138/0001-80;F;12/06/1982;1;;True;;;03/08/2025 00:00;caldeirayan;;;5561961961499;tsa@example.org
195;Isis Mendonça;75.031.429/0001-45;F;15/11/1982;2;;True;;;12/05/2025 00:00;isabelagarcia;;;5584913431770;antonybrito@example.net
196;Isaac Rodrigues;684.023.915-24;M;09/06/1996;2;;False;;;12/02/2025 00:00;opacheco;;;5511926862774;moreiramariana@example.org
197;Ryan Mendonça;450.697.328-38;M;03/12/1961;1;;True;;;10/04/2025 00:00;procha;;;5571990290200;eloah75@example.net
198;Oliver Aparecida;409.621.873-13;M;16/06/1962;1;;False;;;12/02/2025 00:00;pedro89;;;5511943554300;anthony-gabrielrios@example.org
199;Sra. Maitê da Cunha;53.869.017/0001-46;F;21/10/1973;2;;False;;;23/04/2025 00:00;esterlopes;;;5551914613041;joaquimnascimento@example.org
200;Maria Julia Brito;42.539.678/0001-97;F;15/08/1973;2;;True;;;01/05/2025 00:00;sarasantos;;;5561933164741;da-rosagael@example.org
201;José Pedro Pacheco;362.498.057-29;M;23/03/1978;2;;False;;;17/07/2025 00:00;aylla64;;;5571901606786;aparecidaerick@example.com
202;Srta. Bianca Montenegro;25.749.310/0001-34;F;02/11/1985;2;;False;;;30/07/2025 00:00;ccassiano;;;5581935390115;isadoraleao@example.org
203;Kevin Freitas;190.256.348-42;M;24/11/1992;1;;False;;;19/01/2025 00:00;qsousa;;;5511931684404;isismendes@example.net
204;Sra. Yasmin das Neves;49.578.260/0001-38;F;20/06/1983;2;;False;;;24/01/2025 00:00;ppimenta;;;5531943251933;emanuellamoraes@example.net
205;Mariana Andrade;36.485.720/0001-31;F;18/06/1962;1;;False;;;29/04/2025 00:00;lunada-luz;;;5521908407510;eduardo18@example.org
206;Dr. Heitor Ramos;139.082.465-98;M;04/05/1973;1;;True;;;24/09/2025 00:00;melinacasa-grande;;;5521924753773;julia82@example.com
207;Larissa Jesus;59.018.437/0001-03;F;08/05/1960;2;;False;;;27/09/2025 00:00;estherpereira;;;5531904117548;francisco93@example.com
208;Benjamim Gomes;321.485.607-35;M;28/02/2006;2;;False;;;09/05/2025 00:00;melohellena;;;5581970246834;benicio38@example.net
209;Luana Costa;52.081.946/0001-23;F;09/12/1976;1;;False;;;09/03/2025 00:00;caroline69;;;5551907388095;onovais@example.org
210;Dra. Maria Júlia Barbosa;21.089.645/0001-12;F;21/10/1966;1;;True;;;09/02/2025 00:00;anthony-gabrielda-rocha;;;5511920963884;sarahda-mata@example.org
211;Alícia Vargas;12.594.736/0001-14;F;19/12/1996;1;;False;;;15/06/2025 00:00;ravysa;;;5581993162805;valentim74@example.net
212;Brenda Castro;53.729.048/0001-00;F;29/03/1991;2;;True;;;28/01/2025 00:00;olivia04;;;5581931586059;isaque60@example.org
213;Yan Pinto;543.107.286-26;M;20/08/1960;2;;False;;;16/09/2025 00:00;oliviada-mata;;;5521904844279;lucas-gabriel76@example.net
214;Ryan Silveira;306.725.419-80;M;05/01/1983;2;;True;;;18/10/2025 00:00;mathiassiqueira;;;5584960000686;vicente21@example.net
215;Beatriz Marques;06.792.418/0001-65;F;30/04/1964;1;;False;;;02/06/2025 00:00;ana18;;;5511904478809;dmachado@example.org
216;Nina Carvalho;43.912.850/0001-79;F;22/06/1972;2;;False;;;11/06/2025 00:00;emanuelmoura;;;5571917903575;albuquerquethiago@example.net
217;Erick Silveira;573.219.406-16;M;07/08/1965;1;;True;;;05/11/2025 00:00;davilopes;;;5571959669914;aurora23@example.net
218;Noah Peixoto;938.156.724-73;M;24/05/1962;2;;True;;;16/05/2025 00:00;lucasaraujo;;;5521950006885;fariasnoah@example.org
219;Srta. Hadassa Pastor;29.386.507/0001-07;F;13/08/1984;2;;False;;;23/05/2025 00:00;hcassiano;;;5561974571645;ncirino@example.org
220;Gabriela Cunha;24.039.615/0001-90;F;13/05/1977;1;;False;;;28/04/2025 00:00;tcasa-grande;;;5531992212026;laisleao@example.com
221;Ravi Rios;960.812.745-94;M;18/06/2006;1;;True;;;03/08/2025 00:00;beniciosiqueira;;;5561959672737;tcampos@example.net
222;Dr. Emanuel Montenegro;295.168.043-06;M;07/09/1987;1;;True;;;02/03/2025 00:00;josue88;;;5561965491956;fmonteiro@example.org
223;Alexia Vargas;28.913.406/0001-84;F;22/01/1983;2;;True;;;25/10/2025 00:00;maria-laura95;;;5561970070545;kjesus@example.com
224;Isabela Rocha;32.817.946/0001-31;F;04/09/1956;1;;True;;;14/07/2025 00:00;barroscaio;;;5521951856426;wnovais@example.net
225;Dr. Arthur Cunha;495.036.782-00;M;13/10/1984;1;;True;;;12/03/2025 00:00;natalia64;;;5571969728462;mirella31@example.org
226;Cecília Cavalcante;19.267.850/0001-89;F;25/07/1982;1;;False;;;16/02/2025 00:00;manuella05;;;5521915444622;lucas-gabrielramos@example.net
227;Lavínia Rezende;84.136.725/0001-00;F;17/08/1960;2;;False;;;20/05/2025 00:00;brayanda-mota;;;5531936533440;ravycavalcanti@example.net
228;Catarina da Cruz;59.842.137/0001-36;F;13/12/1958;2;;True;;;18/09/2025 00:00;das-neveshadassa;;;5531923967288;guerrabeatriz@example.net
229;Luiza Jesus;36.189.045/0001-01;F;30/09/1973;1;;True;;;04/01/2025 00:00;emanuel07;;;5584919137677;camila66@example.com
230;Rodrigo Dias;780.912.653-95;M;20/07/1984;2;;False;;;14/08/2025 00:00;mendoncamanuela;;;5551935449398;fcastro@example.net
231;Dr. Bernardo da Cunha;053.867.241-26;M;23/11/1973;2;;True;;;23/08/2025 00:00;raquel15;;;5531943070411;da-pazmarcos-vinicius@example.org
232;Levi Souza;659.837.214-37;M;27/03/1959;2;;False;;;09/03/2025 00:00;kcostela;;;5584976458620;thales20@example.org
233;Guilherme Monteiro;729.645.801-11;M;09/10/1977;1;;True;;;27/02/2025 00:00;cda-mata;;;5521917701292;udias@example.com
234;Clarice Cunha;54.271.630/0001-20;F;20/10/1997;2;;True;;;10/04/2025 00:00;uleao;;;5561916204847;ramosleticia@example.com
235;João Felipe Porto;486.325.709-00;M;06/11/1979;1;;False;;;14/02/2025 00:00;rcasa-grande;;;5581941004951;luiz-gustavo88@example.com
236;Murilo Aparecida;361.094.857-48;M;28/12/1992;1;;False;;;21/05/2025 00:00;silveiraluisa;;;5581937509749;heloisarezende@example.com
237;Milena Costa;42.697.138/0001-31;F;06/04/2006;2;;False;;;10/07/2025 00:00;samaite;;;5581996137573;tcassiano@example.org
238;Dr. Matteo Correia;743.189.652-28;M;13/08/1971;1;;True;;;17/08/2025 00:00;apollodias;;;5551907688524;bcavalcante@example.net
239;Isabella da Cunha;37.810.294/0001-27;F;14/03/2000;2;;False;;;21/07/2025 00:00;macedojade;;;5571927250722;cfarias@example.org
240;José Pedro Pires;581.492.730-50;M;29/09/1971;2;;True;;;28/05/2025 00:00;fcosta;;;5511955597090;milena84@example.org
241;João Guilherme Cavalcanti;567.032.489-74;M;11/04/1963;1;;True;;;21/07/2025 00:00;eloa50;;;5541900074923;ryan86@example.com
242;Ana Julia Leão;48.159.062/0001-77;F;03/09/2005;2;;True;;;11/08/2025 00:00;moraesana-beatriz;;;5531947124957;jose-pedro18@example.net
243;Dr. Josué Ribeiro;943.612.875-46;M;27/06/1991;2;;True;;;26/04/2025 00:00;moreiracarlos-eduardo;;;5561973679506;gabriel77@example.org
244;Ana Sophia Pimenta;19.054.627/0001-53;F;08/09/1970;1;;True;;;02/09/2025 00:00;gmendes;;;5561989992123;talves@example.net
245;Carlos Eduardo Alves;096.857.213-86;M;29/09/1992;2;;True;;;01/01/2025 00:00;piresbrenda;;;5521944073718;qribeiro@example.net
246;Srta. Gabriela Macedo;19.832.756/0001-25;F;15/07/1989;1;;True;;;21/03/2025 00:00;beatriz34;;;5561918722992;jose-pedro59@example.com
247;Dr. Arthur Miguel da Conceição;685.734.129-09;M;29/05/1965;2;;True;;;14/03/2025 00:00;davi-lucca26;;;5551996246686;bpires@example.net
248;Maria Cecília Gomes;27.015.496/0001-23;F;05/09/1958;1;;True;;;01/06/2025 00:00;cauesales;;;5511903788464;helena13@example.com
249;Maria Júlia Barros;79.406.815/0001-25;F;12/08/2004;1;;True;;;02/10/2025 00:00;leticialeao;;;5531922324876;sampaioantonio@example.org
250;Thomas Nunes;180.573.269-21;M;05/08/1982;2;;True;;;08/08/2025 00:00;ulopes;;;5511955213174;cirinopietro@example.org
