id;jobId;campaignId;storeId;storeInstanceId;customerId;phoneNumber;scheduledAt;sendAt;status;message;response;createdAt;createdBy;updatedAt;updatedBy
128;122;42;CP53G6;81583152;223;5584992517177;07/10/2025 21:33;07/10/2025 21:52;1;Ea ab soluta id accusamus.;Aliquam pariatur dolore unde.;07/10/2025 20:33;ian25;07/10/2025 21:52;fernandocirino
129;300;29;DQ44H7;09443875;14;5571994104080;09/11/2025 13:59;09/11/2025 14:08;4;Inventore omnis deserunt.;;09/11/2025 12:59;vieirabrenda;09/11/2025 14:08;costelaarthur-miguel
130;233;19;QW77C2;81893030;100;5541977106604;25/09/2025 16:26;25/09/2025 16:44;5;Dolorum ab ipsam dolorum nam nostrum.;;25/09/2025 15:26;ester35;25/09/2025 16:44;eloahmoura
131;324;59;BV62F5;84996313;250;5571963014324;31/08/2025 02:21;31/08/2025 03:12;2;A possimus necessitatibus ratione ut deleniti deleniti.;A esse accusamus ea.;31/08/2025 01:21;ravylopes;31/08/2025 03:12;cecilia77
132;355;43;FS26K9;14854374;16;5561992144546;12/11/2025 03:37;12/11/2025 03:50;1;Odio reprehenderit assumenda illo sed provident quidem et.;Ad accusantium unde.;12/11/2025 02:37;ravi13;12/11/2025 03:50;meloluiz-otavio
133;235;15;CP53G6;84486608;44;5531953845460;06/09/2025 20:14;06/09/2025 21:13;4;Eum praesentium cumque alias.;;06/09/2025 19:14;osiqueira;06/09/2025 21:13;usilveira
134;81;29;FS26K9;68701373;232;5561985266836;09/09/2025 23:59;10/09/2025 00:22;5;Doloremque distinctio ullam voluptatem quia praesentium pariatur.;Laudantium tempore ipsam ducimus.;09/09/2025 22:59;limavitoria;10/09/2025 00:22;sofia20
135;45;71;CP53G6;20583620;220;5584934673992;14/08/2025 21:29;14/08/2025 22:28;2;Praesentium praesentium illo quae quasi magnam fuga magnam.;;14/08/2025 20:29;pedro-lucas88;14/08/2025 22:28;pedro17
136;429;28;DQ44H7;25026623;72;5531902070184;21/10/2025 18:01;21/10/2025 18:43;4;Natus eius nobis velit sunt distinctio hic.;Ducimus asperiores quae.;21/10/2025 17:01;andradehenrique;21/10/2025 18:43;fernandada-conceicao
137;127;55;BV62F5;28808683;112;5521931105668;27/10/2025 23:23;28/10/2025 00:15;2;Sapiente ab consectetur quam.;;27/10/2025 22:23;pedro-miguelda-paz;28/10/2025 00:15;camaramariane
138;460;76;LXK0A1;47400522;107;5571937763108;11/11/2025 05:19;11/11/2025 05:33;5;Asperiores eaque provident quos hic.;;11/11/2025 04:19;nathan66;11/11/2025 05:33;kamillycardoso
139;394;6;ER35J8;49345646;9;5561928012866;06/09/2025 00:55;06/09/2025 01:30;6;Dolores eveniet iure distinctio assumenda.;;05/09/2025 23:55;araujojuliana;06/09/2025 01:30;aurorapastor
140;421;51;ZP930B;08407324;116;5511979018200;21/08/2025 06:27;21/08/2025 07:02;6;Ullam laboriosam laudantium commodi iure facilis itaque.;;21/08/2025 05:27;maria-juliaporto;21/08/2025 07:02;fonsecaluana
141;355;11;CP53G6;75504656;244;5511976372280;19/08/2025 05:45;19/08/2025 06:25;1;Iste consectetur quisquam commodi unde.;Dolorem dolore nobis molestiae ab iste eligendi quae.;19/08/2025 04:45;maite71;19/08/2025 06:25;gbarbosa
142;332;46;ZP930B;80171375;5;5561901059118;22/09/2025 07:40;22/09/2025 08:03;2;Necessitatibus ut eum unde deleniti quod omnis facere.;;22/09/2025 06:40;lunaborges;22/09/2025 08:03;britorafael
143;236;40;FS26K9;26378155;192;5521949065019;26/08/2025 17:34;26/08/2025 17:49;6;Nam eveniet rerum quia aliquam modi atque.;;26/08/2025 16:34;fcirino;26/08/2025 17:49;pirespietro
144;448;59;CP53G6;09684871;48;5561953389294;11/10/2025 04:33;11/10/2025 05:07;2;Voluptatibus incidunt harum nisi ea autem.;;11/10/2025 03:33;andresantos;11/10/2025 05:07;mmartins
145;361;48;LXK0A1;69099147;221;5561973739986;05/10/2025 10:49;05/10/2025 11:34;4;Perspiciatis nemo accusantium quo.;;05/10/2025 09:49;estherlopes;05/10/2025 11:34;claralima
146;272;50;LXK0A1;42099127;76;5581983399577;24/10/2025 03:55;24/10/2025 04:44;3;Saepe cum totam fuga architecto.;;24/10/2025 02:55;costelamariana;24/10/2025 04:44;das-nevesrenan
147;278;35;FS26K9;14211396;204;5581918677369;17/10/2025 21:52;17/10/2025 22:41;5;Dignissimos numquam cupiditate.;Laborum hic repudiandae facilis temporibus.;17/10/2025 20:52;liammonteiro;17/10/2025 22:41;liam26
148;451;88;BV62F5;95029113;189;5541942307226;16/09/2025 23:58;17/09/2025 00:08;5;Cumque qui error nisi.;;16/09/2025 22:58;marcos-viniciusnovaes;17/09/2025 00:08;alicia80
149;455;66;LXK0A1;92043456;29;5521918630463;09/11/2025 10:45;09/11/2025 11:33;3;Sapiente magnam assumenda qui deleniti dolore unde.;;09/11/2025 09:45;macedoenrico;09/11/2025 11:33;limapedro-lucas
150;188;60;BV62F5;63668706;45;5584941623185;12/11/2025 11:56;12/11/2025 12:40;1;Quibusdam non qui harum omnis.;;12/11/2025 10:56;spacheco;12/11/2025 12:40;csales
151;397;9;MN55D3;94240889;36;5584940432959;11/10/2025 02:53;11/10/2025 03:33;6;Facilis reprehenderit error repellat odio doloremque et mollitia.;;11/10/2025 01:53;abreuvalentim;11/10/2025 03:33;da-pazdaniela
152;333;31;DQ44H7;41912064;189;5541921788952;20/10/2025 04:00;20/10/2025 04:39;1;Adipisci temporibus accusamus error quidem ducimus.;;20/10/2025 03:00;leonardo23;20/10/2025 04:39;rochaclara
153;108;75;MN55D3;01646932;83;5571983302892;05/11/2025 12:39;05/11/2025 13:39;6;Aperiam culpa ullam accusamus ipsa et debitis.;;05/11/2025 11:39;matteo70;05/11/2025 13:39;da-rosaliz
154;217;35;AJ81E4;25495968;14;5511946188566;20/08/2025 23:58;21/08/2025 00:35;6;Beatae sed distinctio illum error placeat recusandae.;Earum placeat ut quas sit facilis quidem provident.;20/08/2025 22:58;jose-miguelrezende;21/08/2025 00:35;caio96
155;257;45;ER35J8;93764340;213;5581956191935;25/08/2025 21:52;25/08/2025 22:25;4;Omnis provident similique mollitia.;Odio laboriosam tempore.;25/08/2025 20:52;maria99;25/08/2025 22:25;cecilia05
156;461;69;AJ81E4;13345975;116;5571940484061;07/11/2025 21:35;07/11/2025 22:23;5;Accusamus architecto praesentium perferendis error.;;07/11/2025 20:35;joao-vitorrocha;07/11/2025 22:23;montenegromanuella
157;97;87;DQ44H7;36364529;23;5584994299958;16/10/2025 11:38;16/10/2025 12:27;1;Ratione molestias excepturi temporibus inventore officiis.;Praesentium optio sint quod similique rerum tempore.;16/10/2025 10:38;nunescamila;16/10/2025 12:27;rebeca31
158;56;23;QW77C2;11148273;71;5581973793923;28/10/2025 23:25;28/10/2025 23:48;1;Non blanditiis ipsum aspernatur dolor.;Nam praesentium corrupti.;28/10/2025 22:25;novaesjoana;28/10/2025 23:48;da-pazcatarina
159;448;19;MN55D3;76783395;134;5571902181171;05/10/2025 01:26;05/10/2025 02:02;2;Similique facere necessitatibus quam eos dolores quisquam dolore.;;05/10/2025 00:26;ucasa-grande;05/10/2025 02:02;esther97
160;497;3;ER35J8;57395466;239;5551967495344;16/10/2025 06:29;16/10/2025 06:52;4;Explicabo necessitatibus facere consequuntur.;Ducimus corrupti et inventore.;16/10/2025 05:29;gomesandre;16/10/2025 06:52;luiz-henrique30
161;378;45;LXK0A1;83663929;75;5531943951992;01/11/2025 04:50;01/11/2025 05:21;4;Officiis sapiente dolores suscipit.;Fugit consequuntur sunt adipisci nam perferendis quia.;01/11/2025 03:50;egomes;01/11/2025 05:21;dom37
162;428;3;ER35J8;87849714;166;5531999477883;25/09/2025 03:52;25/09/2025 04:52;2;Omnis fuga debitis natus odio.;;25/09/2025 02:52;pereiraemanuel;25/09/2025 04:52;mferreira
163;331;75;BV62F5;44633684;125;5581900473425;11/10/2025 22:03;11/10/2025 22:29;6;Soluta veritatis quam eaque praesentium.;;11/10/2025 21:03;barbaradas-neves;11/10/2025 22:29;rocharafael
164;228;90;DQ44H7;32218505;78;5584937498697;06/11/2025 04:44;06/11/2025 05:22;5;Ea accusamus laboriosam sint quia doloremque facilis.;;06/11/2025 03:44;laismonteiro;06/11/2025 05:22;ebarros
165;117;40;DQ44H7;06458941;96;5584905897589;31/10/2025 16:40;31/10/2025 16:55;3;Aut non sint libero.;;31/10/2025 15:40;ncasa-grande;31/10/2025 16:55;gcavalcante
166;146;7;DQ44H7;56172453;245;5584931763281;27/08/2025 22:23;27/08/2025 22:37;3;Id excepturi est nam ex velit odio cum.;Quisquam reiciendis veniam illum excepturi a.;27/08/2025 21:23;caldeiranina;27/08/2025 22:37;ana-luizacavalcante
167;147;21;QW77C2;48947075;250;5571991559789;20/08/2025 16:22;20/08/2025 17:12;5;Maiores nobis cupiditate excepturi molestiae.;Dolores adipisci alias velit blanditiis.;20/08/2025 15:22;fonsecadavi-lucca;20/08/2025 17:12;jda-mata
168;83;89;MN55D3;91312905;30;5531918842614;27/08/2025 18:45;27/08/2025 19:32;2;Non ut fugiat quos occaecati.;Nulla dolore illum reprehenderit voluptatem aut.;27/08/2025 17:45;mendoncaisaac;27/08/2025 19:32;teixeiramatteo
169;226;41;AJ81E4;32622964;95;5571933601277;01/10/2025 00:12;01/10/2025 00:53;2;Voluptate voluptatum ipsam nobis itaque.;Cum magnam cumque totam amet.;30/09/2025 23:12;da-conceicaojulia;01/10/2025 00:53;maria-ceciliasilveira
170;341;72;BV62F5;68250275;89;5541975978661;15/08/2025 08:30;15/08/2025 09:20;1;Aliquam earum ut pariatur placeat nostrum.;Hic repudiandae maiores hic harum.;15/08/2025 07:30;siqueiradavi-lucas;15/08/2025 09:20;opastor
171;274;58;AJ81E4;88971672;32;5584969727368;10/10/2025 08:50;10/10/2025 09:29;2;Excepturi incidunt quidem laudantium asperiores tempora.;;10/10/2025 07:50;freitasravi-lucca;10/10/2025 09:29;tdas-neves
172;486;52;DQ44H7;64297523;238;5541904121076;15/10/2025 11:47;15/10/2025 12:23;2;Similique ea debitis distinctio officia.;;15/10/2025 10:47;amarques;15/10/2025 12:23;miguelnunes
173;500;1;ER35J8;37727103;85;5551942103222;11/10/2025 22:35;11/10/2025 23:27;5;Soluta cum laudantium.;;11/10/2025 21:35;lucasvieira;11/10/2025 23:27;sampaiolivia
174;497;38;FS26K9;14373713;171;5541924355996;02/09/2025 05:40;02/09/2025 06:15;3;Ipsum officia consequuntur omnis.;Laborum eos aut numquam beatae id recusandae.;02/09/2025 04:40;marcelajesus;02/09/2025 06:15;lnascimento
175;174;73;ZP930B;17969695;188;5531996996696;13/09/2025 20:52;13/09/2025 21:43;4;Itaque molestiae distinctio voluptas possimus cumque.;;13/09/2025 19:52;diasravy;13/09/2025 21:43;epires
176;283;6;ZP930B;24439401;79;5531960064594;08/11/2025 14:40;08/11/2025 14:53;6;Reprehenderit blanditiis ab provident.;Maiores eaque necessitatibus repellendus quisquam.;08/11/2025 13:40;umachado;08/11/2025 14:53;zsiqueira
177;229;80;BV62F5;56848035;24;5521943775574;24/08/2025 03:58;24/08/2025 04:56;2;Accusamus minima repudiandae temporibus quas deserunt facilis.;;24/08/2025 02:58;hvasconcelos;24/08/2025 04:56;lteixeira
178;299;78;ER35J8;46457397;57;5511920876365;20/09/2025 12:41;20/09/2025 13:27;2;Optio nihil eaque nisi assumenda dolorum repudiandae.;;20/09/2025 11:41;ribeirocaue;20/09/2025 13:27;arthur-gabrielda-luz
179;43;36;ER35J8;95806052;218;5521981065797;17/10/2025 18:37;17/10/2025 18:54;1;Mollitia reprehenderit nulla.;;17/10/2025 17:37;calebe81;17/10/2025 18:54;camilamonteiro
180;202;86;MN55D3;26885889;126;5521935242897;05/11/2025 23:54;06/11/2025 00:04;5;Inventore praesentium hic sed beatae.;;05/11/2025 22:54;vianaallana;06/11/2025 00:04;scamara
181;466;78;BV62F5;77186210;102;5561913344295;19/09/2025 20:12;19/09/2025 20:49;1;Quidem neque soluta ut.;Fugit unde dignissimos sint soluta.;19/09/2025 19:12;pedro-miguelmelo;19/09/2025 20:49;alexia42
182;191;55;LXK0A1;49385173;73;5551985081046;23/10/2025 00:14;23/10/2025 00:42;4;Ullam neque tempore dolor illum quos.;;22/10/2025 23:14;camararebeca;23/10/2025 00:42;theo58
183;45;40;MN55D3;58554878;187;5584911428258;02/10/2025 11:12;02/10/2025 11:45;5;Non sed exercitationem.;;02/10/2025 10:12;maria32;02/10/2025 11:45;fda-cunha
184;148;54;QW77C2;78820616;207;5551963497093;01/09/2025 08:21;01/09/2025 09:17;4;Impedit atque nemo eligendi hic earum quasi.;;01/09/2025 07:21;joao-vitor00;01/09/2025 09:17;isabel86
185;72;55;FS26K9;28680631;154;5511927608646;27/08/2025 11:41;27/08/2025 12:32;4;Vitae recusandae voluptate fugit vitae.;Vero soluta quos nemo voluptatem excepturi.;27/08/2025 10:41;ana-lizcamargo;27/08/2025 12:32;samuelrocha
186;445;27;ER35J8;27322507;86;5584961791420;12/09/2025 15:03;12/09/2025 15:27;4;Ad molestiae alias quam sit aspernatur quisquam.;Mollitia animi animi dolor dolorum.;12/09/2025 14:03;kazevedo;12/09/2025 15:27;sousamatteo
187;46;76;LXK0A1;78367821;105;5571929302444;18/09/2025 21:56;18/09/2025 22:49;4;Recusandae quas cupiditate.;;18/09/2025 20:56;santoslaura;18/09/2025 22:49;melinamendes
188;285;35;DQ44H7;66971520;182;5551951977357;24/09/2025 10:36;24/09/2025 11:07;2;Animi temporibus distinctio corporis modi.;;24/09/2025 09:36;gustavo-henriquemoraes;24/09/2025 11:07;icavalcanti
189;427;18;CP53G6;32499325;75;5561902084197;26/08/2025 16:39;26/08/2025 16:56;2;Ut eos aut saepe rem.;;26/08/2025 15:39;ana-laura02;26/08/2025 16:56;yasmincavalcante
190;428;6;FS26K9;19470433;78;5541936578423;25/10/2025 19:51;25/10/2025 20:48;3;Ipsam nisi repudiandae voluptas recusandae eveniet.;;25/10/2025 18:51;brendacamara;25/10/2025 20:48;souzajulia
191;406;60;LXK0A1;02220736;40;5511910517106;11/09/2025 12:17;11/09/2025 12:36;1;Officia officia facilis recusandae eum similique.;Eum eaque cupiditate molestiae ad iure.;11/09/2025 11:17;das-nevesclarice;11/09/2025 12:36;gustavomontenegro
192;242;82;ZP930B;00186777;168;5541984114305;10/11/2025 04:45;10/11/2025 05:43;6;Molestias facilis tenetur possimus.;;10/11/2025 03:45;kalves;10/11/2025 05:43;icunha
193;252;37;MN55D3;14621523;8;5511981156767;16/08/2025 01:54;16/08/2025 02:25;2;Error nobis fugit facere incidunt corporis quasi voluptas.;Quisquam excepturi et iste eius cupiditate.;16/08/2025 00:54;camargoclarice;16/08/2025 02:25;azevedojuan
194;307;36;BV62F5;76235938;149;5511903643975;07/11/2025 14:57;07/11/2025 15:33;1;Eum pariatur nulla eius ea.;;07/11/2025 13:57;nunescalebe;07/11/2025 15:33;carolina27
195;322;56;DQ44H7;41817118;250;5581928952698;12/11/2025 09:40;12/11/2025 10:40;3;Error voluptate maiores totam pariatur a.;;12/11/2025 08:40;danilo03;12/11/2025 10:40;emoraes
196;376;16;FS26K9;72553326;5;5511909040370;14/08/2025 17:15;14/08/2025 17:43;5;Libero ducimus fuga commodi aperiam delectus.;;14/08/2025 16:15;cferreira;14/08/2025 17:43;beatrizcostela
197;75;21;BV62F5;47689616;119;5571903238006;24/08/2025 10:21;24/08/2025 11:03;1;Officiis vel voluptatibus rem.;;24/08/2025 09:21;cassianoleo;24/08/2025 11:03;enzo73
198;28;18;AJ81E4;13326376;93;5561956724468;17/08/2025 21:50;17/08/2025 22:17;2;Consequatur aut molestias consequuntur assumenda fugit.;;17/08/2025 20:50;raquelda-costa;17/08/2025 22:17;ndias
199;150;46;ER35J8;65148129;164;5581951525885;11/11/2025 15:57;11/11/2025 16:05;3;Eligendi neque ratione.;;11/11/2025 14:57;melina26;11/11/2025 16:05;sofiacasa-grande
200;94;66;ZP930B;82072034;154;5531967030135;15/09/2025 15:38;15/09/2025 15:55;6;Perferendis pariatur ex rerum quo quibusdam.;;15/09/2025 14:38;maria-luisaborges;15/09/2025 15:55;jade30
201;424;70;AJ81E4;28868033;70;5561913572257;14/08/2025 22:10;14/08/2025 22:35;3;Repellendus optio et ullam.;;14/08/2025 21:10;emanuelly83;14/08/2025 22:35;ecastro
202;274;89;FS26K9;56119561;91;5561975688515;17/09/2025 22:50;17/09/2025 23:18;1;Recusandae ut voluptatibus debitis delectus.;;17/09/2025 21:50;britoenzo;17/09/2025 23:18;fonsecaesther
203;145;2;BV62F5;26643997;200;5571968804066;15/09/2025 14:47;15/09/2025 15:00;5;Dolore dolor consectetur.;;15/09/2025 13:47;nicolasalbuquerque;15/09/2025 15:00;novaesjoao-lucas
204;112;44;QW77C2;83624043;129;5561935124711;22/09/2025 23:52;23/09/2025 00:07;1;Illo esse placeat praesentium asperiores esse non.;Optio occaecati maxime voluptatibus itaque.;22/09/2025 22:52;tda-cruz;23/09/2025 00:07;silveirajoaquim
205;315;25;ER35J8;99229660;217;5521984730715;06/10/2025 20:42;06/10/2025 21:37;5;Illum rerum temporibus alias corrupti tenetur.;;06/10/2025 19:42;apollo42;06/10/2025 21:37;ebarros
206;214;71;DQ44H7;62639773;235;5571961834541;09/10/2025 20:59;09/10/2025 21:48;1;Laboriosam alias quas porro deleniti autem.;Animi explicabo debitis.;09/10/2025 19:59;qandrade;09/10/2025 21:48;hgarcia
207;179;17;AJ81E4;51901800;177;5571966426933;06/11/2025 02:57;06/11/2025 03:03;4;Ad commodi maxime consequuntur modi eaque ex.;;06/11/2025 01:57;beatrizda-cruz;06/11/2025 03:03;asouza
208;391;57;BV62F5;47509985;45;5584959755302;19/09/2025 10:45;19/09/2025 11:28;5;Animi tempora qui quibusdam laborum rem.;;19/09/2025 09:45;esterdas-neves;19/09/2025 11:28;da-pazmilena
209;114;4;QW77C2;06372454;220;5571943260667;25/08/2025 11:31;25/08/2025 12:23;1;Cumque modi blanditiis autem necessitatibus dicta.;;25/08/2025 10:31;sophiacavalcante;25/08/2025 12:23;pedro-miguel09
210;65;89;MN55D3;10293157;34;5571991455146;23/08/2025 01:33;23/08/2025 01:52;3;Natus provident possimus delectus.;;23/08/2025 00:33;japarecida;23/08/2025 01:52;ygarcia
211;40;55;LXK0A1;65769344;199;5541923060328;17/08/2025 15:06;17/08/2025 15:55;1;Eos odit voluptates maiores non.;;17/08/2025 14:06;calebegoncalves;17/08/2025 15:55;mateusgoncalves
212;56;56;LXK0A1;89220975;204;5584904979553;31/08/2025 06:31;31/08/2025 06:38;2;Dignissimos ut ut magni ipsum.;;31/08/2025 05:31;zcosta;31/08/2025 06:38;ocorreia
213;61;76;AJ81E4;48319575;12;5551946670948;05/09/2025 06:20;05/09/2025 06:28;4;Consequuntur ad delectus hic aliquid praesentium eos.;Dicta quod saepe nulla rem tempora.;05/09/2025 05:20;alanaoliveira;05/09/2025 06:28;ymachado
214;401;86;ZP930B;95842748;236;5571928929145;04/10/2025 14:26;04/10/2025 14:31;1;Natus ab amet ex error.;;04/10/2025 13:26;csampaio;04/10/2025 14:31;eduarda62
215;344;76;BV62F5;53340556;8;5511939489565;01/11/2025 07:14;01/11/2025 07:31;2;Amet culpa aspernatur expedita esse perferendis nostrum.;Tenetur voluptatibus officia soluta qui.;01/11/2025 06:14;camargodavi-lucca;01/11/2025 07:31;esthercaldeira
216;181;36;QW77C2;47095402;219;5531936823896;20/08/2025 05:11;20/08/2025 05:53;3;Architecto minus pariatur.;;20/08/2025 04:11;kteixeira;20/08/2025 05:53;gjesus
217;292;79;ZP930B;98468027;26;5531901151718;01/10/2025 03:14;01/10/2025 03:34;5;Libero in distinctio nobis blanditiis quis quas.;;01/10/2025 02:14;sophie90;01/10/2025 03:34;xfogaca
218;367;2;MN55D3;96620082;247;5571973529151;16/08/2025 15:52;16/08/2025 16:30;2;Consequatur voluptatem libero aut et expedita.;Ipsam illum odio neque omnis explicabo.;16/08/2025 14:52;isabelpimenta;16/08/2025 16:30;rhavi59
219;51;69;MN55D3;04308497;236;5531925613211;24/09/2025 00:20;24/09/2025 00:25;6;Tenetur quaerat illum sint.;;23/09/2025 23:20;luisa99;24/09/2025 00:25;ecarvalho
220;302;61;QW77C2;96824389;113;5571924887911;08/10/2025 13:47;08/10/2025 14:15;6;Possimus autem perferendis quae quo illo quis.;;08/10/2025 12:47;fpacheco;08/10/2025 14:15;rezendekevin
